timestamp,yhat,yhat_p99
2026-07-27 09:05:00,226.53,372.77
2026-07-27 09:10:00,218.22,364.46
2026-07-27 09:15:00,230.9,377.14
2026-07-27 09:20:00,223.6,369.84
2026-07-27 09:25:00,213.12,359.36
2026-07-27 09:30:00,169.13,315.37
2026-07-27 09:35:00,200.18,346.42
2026-07-27 09:40:00,198.26,344.5
2026-07-27 09:45:00,232.9,379.14
2026-07-27 09:50:00,249.78,396.02
2026-07-27 09:55:00,294.92,441.16
2026-07-27 10:00:00,251.57,397.81
2026-07-27 10:05:00,230.23,376.47
2026-07-27 10:10:00,245.46,391.7
2026-07-27 10:15:00,255.23,401.47
2026-07-27 10:20:00,311.14,457.38
2026-07-27 10:25:00,321.03,467.27
2026-07-27 10:30:00,292.77,439.01
2026-07-27 10:35:00,305.5,451.74
2026-07-27 10:40:00,268.52,414.76
2026-07-27 10:45:00,249.82,396.06
2026-07-27 10:50:00,222.98,369.22
2026-07-27 10:55:00,251.25,397.49
2026-07-27 11:00:00,225.99,372.23
2026-07-27 11:05:00,275.49,421.73
2026-07-27 11:10:00,265.68,411.92
2026-07-27 11:15:00,248.96,395.2
2026-07-27 11:20:00,246.55,392.79
2026-07-27 11:25:00,262.38,408.62
2026-07-27 11:30:00,307.51,453.75
2026-07-27 11:35:00,397.38,543.62
2026-07-27 11:40:00,443.58,589.82
2026-07-27 11:45:00,387.85,534.09
2026-07-27 11:50:00,307.18,453.42
2026-07-27 11:55:00,242.76,389.0
2026-07-27 12:00:00,291.14,437.38
2026-07-27 12:05:00,265.06,411.3
2026-07-27 12:10:00,277.06,423.3
2026-07-27 12:15:00,266.24,412.48
2026-07-27 12:20:00,295.99,442.23
2026-07-27 12:25:00,346.86,493.1
2026-07-27 12:30:00,347.12,493.36
2026-07-27 12:35:00,316.52,462.76
2026-07-27 12:40:00,291.21,437.45
2026-07-27 12:45:00,270.32,416.56
2026-07-27 12:50:00,269.58,415.82
2026-07-27 12:55:00,315.15,461.39
2026-07-27 13:00:00,378.52,524.76
2026-07-27 13:05:00,358.88,505.12
2026-07-27 13:10:00,377.03,523.27
2026-07-27 13:15:00,337.98,484.22
2026-07-27 13:20:00,280.73,426.97
2026-07-27 13:25:00,293.61,439.85
2026-07-27 13:30:00,296.78,443.02
2026-07-27 13:35:00,373.05,519.29
2026-07-27 13:40:00,350.0,496.24
2026-07-27 13:45:00,363.17,509.41
2026-07-27 13:50:00,298.24,444.48
2026-07-27 13:55:00,352.98,499.22
2026-07-27 14:00:00,354.95,501.19
2026-07-27 14:05:00,350.9,497.14
2026-07-27 14:10:00,344.92,491.16
2026-07-27 14:15:00,314.54,460.78
2026-07-27 14:20:00,344.06,490.3
2026-07-27 14:25:00,309.48,455.72
2026-07-27 14:30:00,273.68,419.92
2026-07-27 14:35:00,271.81,418.05
2026-07-27 14:40:00,308.11,454.35
2026-07-27 14:45:00,372.9,519.14
2026-07-27 14:50:00,348.32,494.56
2026-07-27 14:55:00,331.88,478.12
2026-07-27 15:00:00,348.11,494.35
2026-07-27 15:05:00,375.76,522.0
2026-07-27 15:10:00,347.11,493.35
2026-07-27 15:15:00,342.34,488.58
2026-07-27 15:20:00,369.48,515.72
2026-07-27 15:25:00,365.33,511.57
2026-07-27 15:30:00,408.64,554.88
2026-07-27 15:35:00,313.58,459.82
2026-07-27 15:40:00,295.85,442.09
2026-07-27 15:45:00,258.83,405.07
2026-07-27 15:50:00,317.46,463.7
2026-07-27 15:55:00,390.49,536.73
2026-07-27 16:00:00,322.05,468.29
2026-07-27 16:05:00,321.95,468.19
2026-07-27 16:10:00,353.8,500.04
2026-07-27 16:15:00,313.69,459.93
2026-07-27 16:20:00,259.66,405.9
2026-07-27 16:25:00,298.42,444.66
2026-07-27 16:30:00,273.44,419.68
2026-07-27 16:35:00,289.83,436.07
2026-07-27 16:40:00,256.88,403.12
2026-07-27 16:45:00,306.13,452.37
2026-07-27 16:50:00,322.22,468.46
2026-07-27 16:55:00,289.6,435.84
2026-07-27 17:00:00,297.14,443.38
2026-07-27 17:05:00,238.12,384.36
2026-07-27 17:10:00,239.42,385.67
2026-07-27 17:15:00,246.19,392.43
2026-07-27 17:20:00,211.73,357.97
2026-07-27 17:25:00,227.0,373.24
2026-07-27 17:30:00,225.17,371.41
2026-07-27 17:35:00,264.88,411.13
2026-07-27 17:40:00,248.89,395.13
2026-07-27 17:45:00,269.92,416.16
2026-07-27 17:50:00,244.47,390.71
2026-07-27 17:55:00,210.38,356.62
2026-07-27 18:00:00,264.95,411.19
2026-07-27 18:05:00,267.45,413.69
2026-07-27 18:10:00,283.63,429.87
2026-07-27 18:15:00,250.42,396.66
2026-07-27 18:20:00,237.07,383.31
2026-07-27 18:25:00,218.65,364.89
2026-07-27 18:30:00,214.08,360.32
2026-07-27 18:35:00,231.0,377.24
2026-07-27 18:40:00,200.25,346.49
2026-07-27 18:45:00,205.46,351.7
2026-07-27 18:50:00,225.74,371.98
2026-07-27 18:55:00,294.61,440.85
2026-07-27 19:00:00,300.71,446.95
2026-07-27 19:05:00,238.84,385.08
2026-07-27 19:10:00,206.73,352.97
2026-07-27 19:15:00,179.35,325.59
2026-07-27 19:20:00,182.04,328.28
2026-07-27 19:25:00,206.32,352.56
2026-07-27 19:30:00,238.18,384.42
2026-07-27 19:35:00,203.47,349.71
2026-07-27 19:40:00,198.56,344.8
2026-07-27 19:45:00,153.36,299.6
2026-07-27 19:50:00,184.77,331.01
2026-07-27 19:55:00,189.07,335.31
2026-07-27 20:00:00,210.36,356.6
2026-07-27 20:05:00,197.72,343.96
2026-07-27 20:10:00,176.32,322.56
2026-07-27 20:15:00,167.65,313.89
2026-07-27 20:20:00,141.7,287.94
2026-07-27 20:25:00,210.24,356.48
2026-07-27 20:30:00,145.05,291.29
2026-07-27 20:35:00,130.35,276.59
2026-07-27 20:40:00,180.38,326.62
2026-07-27 20:45:00,230.15,376.39
2026-07-27 20:50:00,174.38,320.62
2026-07-27 20:55:00,145.98,292.22
2026-07-27 21:00:00,138.34,284.58
2026-07-27 21:05:00,165.24,311.48
2026-07-27 21:10:00,147.85,294.09
2026-07-27 21:15:00,135.89,282.13
2026-07-27 21:20:00,148.79,295.03
2026-07-27 21:25:00,149.08,295.32
2026-07-27 21:30:00,125.81,272.05
2026-07-27 21:35:00,124.38,270.62
2026-07-27 21:40:00,113.54,259.78
2026-07-27 21:45:00,109.04,255.28
2026-07-27 21:50:00,111.65,257.89
2026-07-27 21:55:00,116.51,262.75
2026-07-27 22:00:00,120.52,266.76
2026-07-27 22:05:00,139.6,285.84
2026-07-27 22:10:00,157.57,303.81
2026-07-27 22:15:00,144.39,290.63
2026-07-27 22:20:00,143.62,289.86
2026-07-27 22:25:00,135.76,282.0
2026-07-27 22:30:00,129.28,275.52
2026-07-27 22:35:00,136.63,282.87
2026-07-27 22:40:00,127.52,273.76
2026-07-27 22:45:00,124.44,270.68
2026-07-27 22:50:00,159.83,306.07
2026-07-27 22:55:00,170.38,316.62
2026-07-27 23:00:00,154.18,300.43
2026-07-27 23:05:00,117.4,263.64
2026-07-27 23:10:00,106.89,253.13
2026-07-27 23:15:00,139.58,285.82
2026-07-27 23:20:00,150.07,296.31
2026-07-27 23:25:00,149.9,296.14
2026-07-27 23:30:00,105.8,252.04
2026-07-27 23:35:00,120.84,267.08
2026-07-27 23:40:00,125.21,271.45
2026-07-27 23:45:00,105.83,252.07
2026-07-27 23:50:00,102.72,248.96
2026-07-27 23:55:00,117.65,263.89
2026-07-28 00:00:00,121.92,268.16
2026-07-28 00:05:00,107.36,253.6
2026-07-28 00:10:00,98.22,244.46
2026-07-28 00:15:00,103.76,250.0
2026-07-28 00:20:00,104.78,251.02
2026-07-28 00:25:00,133.3,279.54
2026-07-28 00:30:00,100.78,247.02
2026-07-28 00:35:00,102.12,248.36
2026-07-28 00:40:00,113.32,259.56
2026-07-28 00:45:00,123.01,269.25
2026-07-28 00:50:00,108.69,254.93
2026-07-28 00:55:00,79.58,225.82
2026-07-28 01:00:00,101.11,247.35
2026-07-28 01:05:00,135.89,282.13
2026-07-28 01:10:00,115.41,261.65
2026-07-28 01:15:00,119.9,266.14
2026-07-28 01:20:00,124.52,270.76
2026-07-28 01:25:00,97.62,243.86
2026-07-28 01:30:00,89.58,235.82
2026-07-28 01:35:00,100.43,246.67
2026-07-28 01:40:00,120.45,266.69
2026-07-28 01:45:00,133.18,279.42
2026-07-28 01:50:00,145.4,291.64
2026-07-28 01:55:00,137.84,284.08
2026-07-28 02:00:00,133.7,279.94
2026-07-28 02:05:00,150.81,297.05
2026-07-28 02:10:00,140.06,286.3
2026-07-28 02:15:00,125.53,271.77
2026-07-28 02:20:00,106.96,253.2
2026-07-28 02:25:00,119.4,265.64
2026-07-28 02:30:00,118.61,264.85
2026-07-28 02:35:00,117.13,263.37
2026-07-28 02:40:00,105.45,251.69
2026-07-28 02:45:00,116.03,262.27
2026-07-28 02:50:00,118.85,265.09
2026-07-28 02:55:00,132.44,278.68
2026-07-28 03:00:00,142.36,288.6
2026-07-28 03:05:00,147.5,293.74
2026-07-28 03:10:00,122.31,268.55
2026-07-28 03:15:00,115.48,261.72
2026-07-28 03:20:00,111.55,257.79
2026-07-28 03:25:00,102.31,248.55
2026-07-28 03:30:00,99.23,245.47
2026-07-28 03:35:00,133.16,279.4
2026-07-28 03:40:00,128.76,275.0
2026-07-28 03:45:00,119.16,265.4
2026-07-28 03:50:00,115.1,261.34
2026-07-28 03:55:00,108.8,255.04
2026-07-28 04:00:00,99.84,246.08
2026-07-28 04:05:00,106.45,252.69
2026-07-28 04:10:00,115.15,261.39
2026-07-28 04:15:00,141.17,287.41
2026-07-28 04:20:00,137.51,283.76
2026-07-28 04:25:00,104.29,250.53
2026-07-28 04:30:00,121.18,267.42
2026-07-28 04:35:00,113.3,259.54
2026-07-28 04:40:00,138.73,284.97
2026-07-28 04:45:00,155.03,301.27
2026-07-28 04:50:00,117.84,264.08
2026-07-28 04:55:00,110.31,256.55
2026-07-28 05:00:00,131.02,277.26
2026-07-28 05:05:00,107.8,254.04
2026-07-28 05:10:00,143.24,289.48
2026-07-28 05:15:00,141.64,287.88
2026-07-28 05:20:00,146.84,293.08
2026-07-28 05:25:00,137.85,284.09
2026-07-28 05:30:00,144.85,291.09
2026-07-28 05:35:00,159.48,305.72
2026-07-28 05:40:00,155.13,301.37
2026-07-28 05:45:00,157.63,303.87
2026-07-28 05:50:00,138.48,284.72
2026-07-28 05:55:00,120.48,266.72
2026-07-28 06:00:00,130.42,276.66
2026-07-28 06:05:00,133.39,279.63
2026-07-28 06:10:00,147.8,294.04
2026-07-28 06:15:00,163.65,309.89
2026-07-28 06:20:00,145.12,291.36
2026-07-28 06:25:00,143.09,289.33
2026-07-28 06:30:00,169.17,315.41
2026-07-28 06:35:00,149.49,295.73
2026-07-28 06:40:00,138.48,284.72
2026-07-28 06:45:00,149.89,296.13
2026-07-28 06:50:00,175.11,321.35
2026-07-28 06:55:00,169.9,316.14
2026-07-28 07:00:00,194.4,340.64
2026-07-28 07:05:00,181.58,327.82
2026-07-28 07:10:00,176.75,322.99
2026-07-28 07:15:00,223.98,370.22
2026-07-28 07:20:00,244.91,391.15
2026-07-28 07:25:00,206.87,353.12
2026-07-28 07:30:00,170.02,316.26
2026-07-28 07:35:00,179.64,325.88
2026-07-28 07:40:00,171.45,317.69
2026-07-28 07:45:00,160.56,306.8
2026-07-28 07:50:00,197.64,343.88
2026-07-28 07:55:00,149.91,296.15
2026-07-28 08:00:00,143.06,289.3
2026-07-28 08:05:00,117.86,264.1
2026-07-28 08:10:00,137.72,283.97
2026-07-28 08:15:00,184.06,330.3
2026-07-28 08:20:00,184.53,330.77
2026-07-28 08:25:00,212.83,359.07
2026-07-28 08:30:00,160.46,306.7
2026-07-28 08:35:00,148.84,295.09
2026-07-28 08:40:00,174.78,321.02
2026-07-28 08:45:00,182.15,328.39
2026-07-28 08:50:00,203.98,350.22
2026-07-28 08:55:00,229.19,375.43
2026-07-28 09:00:00,230.93,377.17
2026-07-28 09:05:00,238.15,384.39
2026-07-28 09:10:00,263.09,409.33
2026-07-28 09:15:00,254.44,400.68
2026-07-28 09:20:00,212.85,359.09
2026-07-28 09:25:00,214.61,360.85
2026-07-28 09:30:00,205.29,351.53
2026-07-28 09:35:00,235.44,381.68
2026-07-28 09:40:00,218.37,364.61
2026-07-28 09:45:00,247.79,394.03
2026-07-28 09:50:00,250.13,396.37
2026-07-28 09:55:00,242.07,388.31
2026-07-28 10:00:00,252.53,398.77
2026-07-28 10:05:00,214.02,360.26
2026-07-28 10:10:00,203.13,349.37
2026-07-28 10:15:00,196.24,342.48
2026-07-28 10:20:00,191.11,337.36
2026-07-28 10:25:00,221.75,367.99
2026-07-28 10:30:00,260.69,406.93
2026-07-28 10:35:00,238.96,385.2
2026-07-28 10:40:00,275.59,421.83
2026-07-28 10:45:00,307.91,454.15
2026-07-28 10:50:00,321.8,468.04
2026-07-28 10:55:00,309.05,455.29
2026-07-28 11:00:00,334.22,480.46
2026-07-28 11:05:00,308.93,455.17
2026-07-28 11:10:00,261.52,407.76
2026-07-28 11:15:00,265.39,411.63
2026-07-28 11:20:00,242.86,389.1
2026-07-28 11:25:00,224.73,370.97
2026-07-28 11:30:00,250.37,396.62
2026-07-28 11:35:00,321.7,467.94
2026-07-28 11:40:00,346.71,492.95
2026-07-28 11:45:00,290.97,437.21
2026-07-28 11:50:00,303.86,450.1
2026-07-28 11:55:00,275.33,421.58
2026-07-28 12:00:00,315.61,461.85
2026-07-28 12:05:00,299.99,446.23
2026-07-28 12:10:00,258.17,404.41
2026-07-28 12:15:00,308.1,454.34
2026-07-28 12:20:00,304.26,450.5
2026-07-28 12:25:00,293.58,439.82
2026-07-28 12:30:00,282.66,428.9
2026-07-28 12:35:00,269.59,415.83
2026-07-28 12:40:00,315.12,461.36
2026-07-28 12:45:00,327.92,474.16
2026-07-28 12:50:00,326.78,473.02
2026-07-28 12:55:00,359.28,505.52
2026-07-28 13:00:00,375.56,521.8
2026-07-28 13:05:00,341.55,487.79
2026-07-28 13:10:00,284.95,431.19
2026-07-28 13:15:00,347.08,493.32
2026-07-28 13:20:00,313.55,459.79
2026-07-28 13:25:00,382.77,529.01
2026-07-28 13:30:00,382.06,528.3
2026-07-28 13:35:00,315.18,461.42
2026-07-28 13:40:00,358.74,504.98
2026-07-28 13:45:00,412.8,559.04
2026-07-28 13:50:00,440.45,586.69
2026-07-28 13:55:00,388.26,534.5
2026-07-28 14:00:00,359.53,505.77
2026-07-28 14:05:00,395.46,541.7
2026-07-28 14:10:00,338.4,484.64
2026-07-28 14:15:00,343.09,489.33
2026-07-28 14:20:00,337.72,483.96
2026-07-28 14:25:00,330.04,476.28
2026-07-28 14:30:00,294.46,440.7
2026-07-28 14:35:00,274.27,420.51
2026-07-28 14:40:00,244.32,390.56
2026-07-28 14:45:00,239.94,386.18
2026-07-28 14:50:00,262.01,408.25
2026-07-28 14:55:00,287.05,433.29
2026-07-28 15:00:00,398.89,545.13
2026-07-28 15:05:00,394.72,540.96
2026-07-28 15:10:00,321.43,467.67
2026-07-28 15:15:00,357.56,503.8
2026-07-28 15:20:00,323.17,469.41
2026-07-28 15:25:00,320.49,466.73
2026-07-28 15:30:00,332.73,478.97
2026-07-28 15:35:00,293.31,439.55
2026-07-28 15:40:00,314.01,460.25
2026-07-28 15:45:00,352.1,498.34
2026-07-28 15:50:00,269.49,415.73
2026-07-28 15:55:00,296.9,443.14
2026-07-28 16:00:00,387.44,533.68
2026-07-28 16:05:00,378.29,524.53
2026-07-28 16:10:00,377.28,523.52
2026-07-28 16:15:00,359.71,505.95
2026-07-28 16:20:00,328.76,475.0
2026-07-28 16:25:00,306.38,452.62
2026-07-28 16:30:00,281.98,428.22
2026-07-28 16:35:00,269.51,415.75
2026-07-28 16:40:00,264.27,410.51
2026-07-28 16:45:00,275.44,421.68
2026-07-28 16:50:00,277.63,423.87
2026-07-28 16:55:00,300.91,447.15
2026-07-28 17:00:00,292.31,438.55
2026-07-28 17:05:00,280.38,426.62
2026-07-28 17:10:00,274.96,421.2
2026-07-28 17:15:00,276.47,422.71
2026-07-28 17:20:00,285.46,431.7
2026-07-28 17:25:00,242.03,388.27
2026-07-28 17:30:00,231.25,377.49
2026-07-28 17:35:00,190.63,336.87
2026-07-28 17:40:00,207.96,354.2
2026-07-28 17:45:00,288.64,434.88
2026-07-28 17:50:00,293.1,439.34
2026-07-28 17:55:00,228.01,374.25
2026-07-28 18:00:00,209.57,355.81
2026-07-28 18:05:00,167.31,313.55
2026-07-28 18:10:00,181.3,327.54
2026-07-28 18:15:00,280.37,426.61
2026-07-28 18:20:00,283.78,430.02
2026-07-28 18:25:00,237.6,383.84
2026-07-28 18:30:00,229.79,376.03
2026-07-28 18:35:00,201.3,347.54
2026-07-28 18:40:00,202.77,349.01
2026-07-28 18:45:00,207.25,353.49
2026-07-28 18:50:00,221.57,367.81
2026-07-28 18:55:00,237.92,384.16
2026-07-28 19:00:00,228.36,374.6
2026-07-28 19:05:00,238.54,384.78
2026-07-28 19:10:00,201.09,347.33
2026-07-28 19:15:00,227.64,373.88
2026-07-28 19:20:00,259.84,406.08
2026-07-28 19:25:00,220.3,366.54
2026-07-28 19:30:00,196.77,343.01
2026-07-28 19:35:00,226.44,372.68
2026-07-28 19:40:00,217.71,363.95
2026-07-28 19:45:00,231.22,377.46
2026-07-28 19:50:00,216.44,362.68
2026-07-28 19:55:00,253.55,399.79
2026-07-28 20:00:00,251.82,398.06
2026-07-28 20:05:00,236.45,382.69
2026-07-28 20:10:00,227.36,373.6
2026-07-28 20:15:00,211.73,357.97
2026-07-28 20:20:00,171.26,317.5
2026-07-28 20:25:00,163.38,309.62
2026-07-28 20:30:00,148.69,294.93
2026-07-28 20:35:00,126.81,273.05
2026-07-28 20:40:00,151.44,297.68
2026-07-28 20:45:00,136.8,283.04
2026-07-28 20:50:00,168.84,315.08
2026-07-28 20:55:00,119.87,266.11
2026-07-28 21:00:00,110.05,256.29
2026-07-28 21:05:00,93.48,239.72
2026-07-28 21:10:00,116.73,262.97
2026-07-28 21:15:00,131.9,278.15
2026-07-28 21:20:00,133.0,279.24
2026-07-28 21:25:00,131.79,278.03
2026-07-28 21:30:00,122.81,269.05
2026-07-28 21:35:00,129.16,275.4
2026-07-28 21:40:00,122.51,268.75
2026-07-28 21:45:00,129.23,275.47
2026-07-28 21:50:00,136.7,282.94
2026-07-28 21:55:00,130.76,277.0
2026-07-28 22:00:00,143.75,289.99
2026-07-28 22:05:00,147.65,293.89
2026-07-28 22:10:00,178.97,325.21
2026-07-28 22:15:00,151.15,297.39
2026-07-28 22:20:00,136.39,282.63
2026-07-28 22:25:00,120.7,266.94
2026-07-28 22:30:00,107.87,254.11
2026-07-28 22:35:00,120.12,266.36
2026-07-28 22:40:00,103.91,250.15
2026-07-28 22:45:00,114.95,261.19
2026-07-28 22:50:00,125.2,271.44
2026-07-28 22:55:00,129.31,275.55
2026-07-28 23:00:00,120.01,266.25
2026-07-28 23:05:00,125.16,271.4
2026-07-28 23:10:00,137.83,284.07
2026-07-28 23:15:00,135.79,282.03
2026-07-28 23:20:00,136.9,283.14
2026-07-28 23:25:00,143.63,289.87
2026-07-28 23:30:00,127.0,273.24
2026-07-28 23:35:00,102.18,248.42
2026-07-28 23:40:00,108.06,254.3
2026-07-28 23:45:00,114.34,260.58
2026-07-28 23:50:00,103.22,249.46
2026-07-28 23:55:00,116.72,262.96
2026-07-29 00:00:00,104.6,250.84
2026-07-29 00:05:00,119.77,266.01
2026-07-29 00:10:00,122.25,268.49
2026-07-29 00:15:00,115.94,262.18
2026-07-29 00:20:00,113.58,259.82
2026-07-29 00:25:00,93.17,239.41
2026-07-29 00:30:00,93.19,239.43
2026-07-29 00:35:00,98.23,244.47
2026-07-29 00:40:00,98.37,244.61
2026-07-29 00:45:00,120.69,266.93
2026-07-29 00:50:00,139.75,285.99
2026-07-29 00:55:00,102.24,248.48
2026-07-29 01:00:00,99.54,245.78
2026-07-29 01:05:00,111.6,257.84
2026-07-29 01:10:00,141.21,287.45
2026-07-29 01:15:00,108.96,255.2
2026-07-29 01:20:00,125.26,271.5
2026-07-29 01:25:00,123.71,269.95
2026-07-29 01:30:00,97.63,243.87
2026-07-29 01:35:00,94.88,241.12
2026-07-29 01:40:00,94.51,240.75
2026-07-29 01:45:00,107.3,253.54
2026-07-29 01:50:00,118.72,264.96
2026-07-29 01:55:00,112.69,258.93
2026-07-29 02:00:00,100.05,246.29
2026-07-29 02:05:00,116.63,262.88
2026-07-29 02:10:00,113.37,259.61
2026-07-29 02:15:00,120.21,266.45
2026-07-29 02:20:00,103.3,249.54
2026-07-29 02:25:00,110.7,256.94
2026-07-29 02:30:00,130.61,276.85
2026-07-29 02:35:00,120.17,266.41
2026-07-29 02:40:00,126.6,272.85
2026-07-29 02:45:00,99.16,245.4
2026-07-29 02:50:00,119.65,265.89
2026-07-29 02:55:00,105.85,252.09
2026-07-29 03:00:00,122.83,269.07
2026-07-29 03:05:00,97.0,243.24
2026-07-29 03:10:00,93.7,239.94
2026-07-29 03:15:00,111.04,257.28
2026-07-29 03:20:00,97.88,244.12
2026-07-29 03:25:00,119.26,265.5
2026-07-29 03:30:00,119.09,265.33
2026-07-29 03:35:00,114.36,260.6
2026-07-29 03:40:00,130.8,277.04
2026-07-29 03:45:00,123.58,269.82
2026-07-29 03:50:00,129.88,276.12
2026-07-29 03:55:00,118.91,265.15
2026-07-29 04:00:00,111.34,257.58
2026-07-29 04:05:00,126.03,272.27
2026-07-29 04:10:00,114.35,260.59
2026-07-29 04:15:00,118.07,264.31
2026-07-29 04:20:00,135.61,281.85
2026-07-29 04:25:00,116.98,263.22
2026-07-29 04:30:00,98.35,244.59
2026-07-29 04:35:00,124.88,271.12
2026-07-29 04:40:00,180.99,327.23
2026-07-29 04:45:00,144.96,291.2
2026-07-29 04:50:00,114.5,260.74
2026-07-29 04:55:00,112.31,258.55
2026-07-29 05:00:00,118.49,264.73
2026-07-29 05:05:00,119.06,265.3
2026-07-29 05:10:00,111.64,257.88
2026-07-29 05:15:00,129.03,275.27
2026-07-29 05:20:00,135.34,281.58
2026-07-29 05:25:00,123.32,269.56
2026-07-29 05:30:00,136.49,282.73
2026-07-29 05:35:00,173.33,319.57
2026-07-29 05:40:00,162.16,308.4
2026-07-29 05:45:00,153.51,299.75
2026-07-29 05:50:00,130.46,276.7
2026-07-29 05:55:00,137.97,284.21
2026-07-29 06:00:00,119.99,266.23
2026-07-29 06:05:00,132.8,279.04
2026-07-29 06:10:00,136.35,282.59
2026-07-29 06:15:00,172.69,318.93
2026-07-29 06:20:00,162.73,308.97
2026-07-29 06:25:00,184.12,330.36
2026-07-29 06:30:00,146.53,292.77
2026-07-29 06:35:00,157.61,303.85
2026-07-29 06:40:00,159.99,306.23
2026-07-29 06:45:00,144.62,290.86
2026-07-29 06:50:00,159.07,305.31
2026-07-29 06:55:00,183.94,330.18
2026-07-29 07:00:00,171.29,317.53
2026-07-29 07:05:00,131.1,277.34
2026-07-29 07:10:00,136.35,282.59
2026-07-29 07:15:00,181.84,328.08
